سال,1391,1392,1393,1394,1395,1396,1397,1398,1399,1400
مجموع درآمد پولی و غیرپولی ناخالص,209059157,276867379,313820148,352585610,392373296,439275502,534285498,684187347,961054825,1446425143
درآمد پولی ناخالص,148119235,191622863,218731814,245637879,272048752,309918543,360329018,442395815,626111389,964042304
1- درآمد از مزد و حقوق بخش دولتی و عمومی,21098188,26148347,32694761,37348595,41876764,46028553,47287993,57350215,79931577,107397575
2- درآمد از مزد و حقوق بخش خصوصی,28521355,35448496,43832157,49446829,56058956,67176765,76670249,93546650,129030409,207894788
3- درآمد از مزد و حقوق بخش تعاونی,186948,167722,221587,155090,265288,219718,146550,274337,361432,224290
4- درآمد از مشاغل آزاد کشاورزی,2146671,3239263,4111446,4581118,4767470,4667768,5577881,6277099,10424602,17953651
5- درآمد از مشاغل آزاد غیرکشاورزی,37299153,51585520,53219811,60743501,65959633,73570403,87123699,104786159,140927829,222478179
6- درآمدهای متفرقه,52038675,65697264,74047059,83870554,92871213,107347070,129063086,160113854,232872471,363993542
7- درآمد حاصل از فروش کالاهای دست دوم,6828245,9336251,10604993,9492192,10249428,10908266,14459560,20047501,32563069,44100279
درآمد غیرپولی,60939922,85244516,95088334,106947731,120324544,129356959,173956480,241791532,334943436,482382839
1- ارزش اجاری مسکن شخصی (مالکنشین),47378352,68397737,76308211,85630514,93553542,102195071,138755753,198438677,274440367,391576915
2- سایر,13561570,16846779,18780123,21317217,26771002,27161888,35200727,43352855,60503069,90805924
